Species,Family,Higher_level,Diversity,Size/Weight/Age,Length Type,Min depth,Max depth,Northernmost Lat (north is +),Southernmost Lat,Max abs lat,Min temp,Max temp,Trophic Level,distribution,habitat,burrowing,Activity,Citation,Categories,Counter
Bathypterois_phenax,Ipnopidae,,,18,SL male/unsexed,800,2657,40,-35,40,NA,NA,3.4,"Eastern Atlantic:  Off Sierra Leone and Liberia and off South Africa (as Bathypterois ater).  Western Atlantic:  at bathyal depths between latitude 40N-5N including Gulf of Mexico and Caribbean Sea, and off southern Brazil.","bathydemersal; marine; depth range 800 - 2657 m (Ref. 5320), usually 1200 - 2000 m (Ref. 6688)",,Deep,Moore,,
Lampris_guttatus,Lampridae,,,200,TL male/unsexed,100,500,70,-45,70,NA,NA,4.2,"Worldwide in tropical to temperate waters (Ref. 57923).  Western Atlantic:  Grand Banks and Nova Scotia (Canada) to Florida (USA), Gulf of Mexico and the West Indies (Ref. 7251) up to Argentina (Ref. 47377).  Eastern Atlantic:  Norway and Greenland to Senegal (Ref. 6737) and south of Angola (Ref. 6476) also Mediterranean.  Eastern Pacific:  Gulf of Alaska to south of southern California (Ref. 265).  A single capture in South Georgia marks an incidental occurrence in Southern Ocean.","bathypelagic; oceanodromous (Ref. 51243); marine; depth range 100 - 400 m (Ref. 6476), usually ? - 366 m (Ref. 5951)",,Deep,Moore,,
Lampris_immaculatus,Lampridae,,,110,TL male/unsexed,50,485,-34,-69,69,NA,NA,4.4,Circumglobal in the southern hemisphere between 34S and the Antarctic Polar Front.,pelagic-oceanic; marine; depth range 50 - 485 m,,Deep,Moore,,
Wattsia_mossambica,Lethrinidae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indo-West Pacific:  tropical, known only from a few scattered localities.",reef-associated; non-migratory; marine; depth range 100 - 180 m (Ref. 2295),,Deep,Moore,,
Linophryne_bicornis,Linophrynidae,,,3,SL male/unsexed,620,1220,NA,NA,NA,NA,NA,4.1,Northwestern Atlantic and Southeastern Indian oceans.,bathypelagic; marine,,Deep,Moore,,
Careproctus_cypselurus,Liparidae,Liparidae,55,32.3,SL male/unsexed,35,1775,NA,NA,NA,NA,NA,3.3,"North Pacific:  off Japan, and from the Sea of Okhotsk to off Washington, USA.",bathydemersal; marine; depth range 35 - 1775 m (Ref. 50550),,Deep,Moore,,
Careproctus_melanurus,Liparidae,,,51,TL male/unsexed,89,2286,NA,NA,NA,NA,NA,3.4,"North Pacific:  Bering Sea to off San Diego in California, USA.","bathydemersal; marine; depth range 89 - 2286 m (Ref. 50610), usually 500 - 700 m (Ref. 56456)",,Deep,Moore,,
Careproctus_rastrinus,Liparidae,,,51,SL male/unsexed,55,913,NA,NA,NA,NA,NA,3.3,"Northeast Pacific:  Sea of Okhotsk and Sea of Japan, the Tatar Strait, and the Pacific off Hokkaido and northern Honshu, Japan.  Also west Bering Sea (Ref. 44380).",bathydemersal; marine; depth range 55 - 913 m (Ref. 50550),,Deep,Moore,,
Careproctus_reinhardti,Liparidae,,,30,TL male/unsexed,75,1750,81,45,81,2,4,3.8,"Arctic:  Kara and Laptev seas.  Atlantic:  Faroe-Shetland Channel to the Norwegian Sea, Spitsbergen, Murmansk and throughout Barents Sea; one specimen from Skagerrak; Newfoundland and Labrador (Ref. 9926).  Reported from Greenland (Ref. 9926) and Iceland (Ref. 12462).",bathydemersal; marine; depth range 75 - 1750 m (Ref. 58496),,Deep,Moore,,
Elassodiscus_tremebundus,Liparidae,,,34.3,SL male/unsexed,130,1800,NA,NA,NA,NA,NA,3.6,"North Pacific:  Bering Sea, Sea of Okhotsk, and Pacific Ocean off Aleutian Islands, eastern coast of Kamchatka, Kuril Islands, and Hokkaido, Japan.",bathydemersal; marine; depth range 130 - 1800 m (Ref. 50550),,Deep,Moore,,
Liparis_fabricii,Liparidae,,,20,TL male/unsexed,12,1800,84,42,84,NA,NA,3.3,"North Atlantic:  Canada, Greenland, Svalbard and the northern Barents Sea.  Arctic Ocean:  Beloye More (Ref. 9926), northern seas of the former USSR, the coasts of Siberia and Arctic Alaska and Canada.",bathydemersal; marine; depth range 12 - 1800 m (Ref. 58496),,Deep,Moore,,
Liparis_gibbus,Liparidae,,,52,TL male/unsexed,0,647,84,43,84,NA,NA,3.7,"Arctic, Northwest to Northeast Atlantic, Northeast Pacific:  Greenland, Canada, and southeastern Alaska (Ref. 2850).","demersal; marine; depth range 0 - 647 m (Ref. 50610), usually 100 - 200 m (Ref. 5951)",,Deep,Moore,,
Nectoliparis_pelagicus,Liparidae,,,6.5,SL male/unsexed,557,3383,66,34,66,NA,NA,3.3,"North Pacific:  Sea of Okhotsk Pacific southeast of Hokkaido to southeastern Kamchatka and Bering Sea, Alaska to California.","bathypelagic; marine; depth range 0 - 3383 m (Ref. 50550), usually 0 - 238 m (Ref. 6885)",,Deep,Moore,,
Paraliparis_bathybius,Liparidae,,,25.3,SL male/unsexed,20,4009,NA,NA,NA,NA,NA,4.3,"Arctic to Northeast Atlantic:  Norwegian Sea and Greenland; also Faroe Trough, north of Faroe Islands, east of Iceland, south of Jan Mayen Island and west of Bear Islands (Ref. 4702).","bathydemersal; marine; depth range 20 - 4009 m (Ref. 58496), usually 1000 - 1850 m (Ref. 4702)",,Deep,Moore,,
Paraliparis_copei_copei,Liparidae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Atlantic:  Azores and the northwest Atlantic.  South Atlantic:  off Cape Point, South Africa.",bathydemersal; marine; depth range 200 - 1976 m (Ref. 58426),,Deep,Moore,,
Paraliparis_garmani,Liparidae,,,14.2,NG male/unsexed,225,1000,NA,NA,NA,NA,NA,3.5,North Atlantic:  Southwest coast of Greenland and further south to North Carolina (Ref. 9925); including Davis Strait to Cape Hatteras (Ref. 51661).,bathydemersal; marine; depth range 225 - 1000 m (Ref. 51661),,Deep,Moore,,
Psednos_groenlandicus,Liparidae,,,5.3,SL male/unsexed,930,1055,65,63,65,NA,NA,3.2,Northwest Atlantic:  Davis Strait.,bathydemersal; marine; depth range 930 - 1055 m (Ref. 42989),,Deep,Moore,,
Psednos_melanocephalus,Liparidae,,,4.8,"SL (female)				</span>",0,3172,NA,NA,NA,NA,NA,3.2,Northwest Atlantic:  south of Greenland.,bathydemersal; marine; depth range 0 - 3172 m (Ref. 58018),,Deep,Moore,,
Psednos_micruroides,Liparidae,,,3.1,SL male/unsexed,0,900,NA,NA,NA,NA,NA,3.1,Northeast Atlantic:  southeast of Greenland.,bathypelagic; marine; depth range 0 - 900 m (Ref. 42989),,Deep,Moore,,
Rhinoliparis_barbulifer,Liparidae,,,8.8,SL male/unsexed,28,2189,66,32,66,NA,NA,3.3,"North Pacific:  Sea of Okhotsk, Pacific Ocean off northern Honshu and Hokkaido to Kuril Islands and southeastern Kamchatka, Commander Islands, eastern Aleutian Islands, and southern California, USA.",bathydemersal; marine; depth range 28 - 2189 m (Ref. 50610),,Deep,Moore,,
Rhodichthys_regina,Liparidae,,,31,SL male/unsexed,1080,2365,NA,NA,NA,NA,NA,3.6,"Arctic to Northeast Atlantic:  Central Arctic Basin, Norwegian and Greenland seas (Ref. 51661); including north of the Wyville-Thomson Ridge and the Iceland-Faroe Rise (Ref. 4702).",bathydemersal; marine; depth range 1080 - 2365 m (Ref. 51661),,Deep,Moore,,
Lophius_gastrophysus,Lophiidae,,,60,TL male/unsexed,40,700,39,-39,39,NA,NA,4.5,"Western Atlantic:  North Carolina, USA and northern Gulf of Mexico to Argentina.","bathydemersal; marine; depth range 40 - 700 m (Ref. 5217), usually 40 - 179 m (Ref. 47377)",,Deep,Moore,,
Gaidropsarus_argentatus,Lotidae,,,35,SL male/unsexed,150,2260,72,45,72,NA,NA,3.4,"North Atlantic:  Nunavut, off southeastern coasts of Greenland, all but southern coast of Iceland, the Faroe-Shetland ridge to Norwegian coasts north from Bergen.","bathydemersal; non-migratory; marine; depth range 150 - 2260 m (Ref. 58426), usually 400 - ? m (Ref. 9985)",,Deep,Moore,,
Gaidropsarus_ensis,Lotidae,,,40,TL male/unsexed,0,2000,76,35,76,NA,NA,3.4,"Northwest Atlantic:  Baffin Bay, Greenland, and from deep waters off the east coast of North America from near Browns Bank (Canada) to off Cape Hatteras, North Carolina (USA).",benthopelagic; marine; depth range 0 - 2000 m (Ref. 58426),,Deep,Moore,,
Molva_dypterygia,Lotidae,,,155,TL male/unsexed,150,1000,79,29,79,NA,NA,4.5,"Northeast Atlantic:  southwestern Barents Sea, sometimes north to Spitsbergen, southeastern Greenland, southern coast of Iceland, around the British Isles and south to Morocco and into the Mediterranean.  Northwest Atlantic:  Newfoundland.","demersal; non-migratory; marine; depth range 150 - 1000 m (Ref. 54594), usually 350 - 500 m (Ref. 54594)",,Deep,Moore,,
Molva_macrophthalma,Lotidae,,,108,TL male/unsexed,30,754,61,35,61,NA,NA,4.5,Eastern Atlantic:  Irish Atlantic slope south and including the western Mediterranean.,demersal; marine; depth range 30 - 754 m (Ref. 56504),,Deep,Moore,,
Molva_molva,Lotidae,,,200,TL male/unsexed,100,1000,75,35,75,NA,NA,4.4,Northwest Atlantic:  off southern Greenland and Canada.  Northeast Atlantic:  Barents Sea and Iceland to Morocco.  Mediterranean Sea:  northwestern Mediterranean only.,"demersal; oceanodromous (Ref. 51243); marine; depth range 100 - 1000 m (Ref. 35388), usually 100 - 400 m (Ref. 35388)",,Deep,Moore,,
Etelis_oculatus,Lutjanidae,,,100,TL male/unsexed,100,450,36,-12,36,NA,NA,4.2,"Western Atlantic:  Bermuda and North Carolina, USA, Gulf of Mexico southward through the Caribbean to Brazil; particularly abundant in the Bahamas and the Antilles (Anderson, pers. comm.).",bathydemersal; marine; depth range 100 - 450 m (Ref. 9626),,Deep,Moore,,
Albatrossia_pectoralis,Macrouridae,,,210,TL male/unsexed,140,3500,62,26,62,NA,NA,4.3,"North Pacific:  northern Japan to the Okhotsk and Bering seas, east to the Gulf of Alaska, south to northern Baja California in Mexico.","bathydemersal; non-migratory; marine; depth range 140 - 3500 m (Ref. 50550), usually 700 - 1100 m (Ref. 56476)",,Deep,Moore,,
Bathygadus_antrodes,Macrouridae,,,63.5,TL male/unsexed,792,1200,NA,NA,NA,NA,NA,3.2,Northwest Pacific:  central and southern Japan and Nintoku Seamount.  Recently recorded from Taiwan (Ref. 54421).,bathydemersal; marine; depth range 792 - 1200 m (Ref. 28494),,Deep,Moore,,
Bathygadus_favosus,Macrouridae,,,46.5,TL male/unsexed,770,2745,NA,NA,NA,NA,NA,3.2,"Eastern Atlantic:  off Mauritania, Gulf of Guinea, off Morocco and Madeira; also off Cape Town, South Africa (Ref. 11953).  Western Atlantic:  Straits of Florida, Gulf of Mexico, and Caribbean Sea.",bathydemersal; non-migratory; marine; depth range 770 - 2745 m (Ref. 3587),,Deep,Moore,,
Bathygadus_macrops,Macrouridae,,,50,TL male/unsexed,200,777,39,-15,39,NA,NA,3.2,"Atlantic Ocean:  US coast and in the Gulf of Mexico and Caribbean in the western Atlantic; from the Gulf of Guinea (Ivory to Angola), in the eastern Atlantic.",bathypelagic; non-migratory; marine; depth range 200 - 777 m (Ref. 3587),,Deep,Moore,,
Bathygadus_melanobranchus,Macrouridae,,,50,TL male/unsexed,400,2600,53,-34,53,NA,NA,3.3,"Eastern Atlantic:  Ireland to South Africa.  Western Atlantic:  Gulf of Mexico, Caribbean Sea, off Suriname (Ref. 3587).  Often confused with Bathygadus favosus.","bathydemersal; non-migratory; marine; depth range 400 - 2600 m (Ref. 3587), usually 700 - 1400 m (Ref. 3587)",,Deep,Moore,,
Coelorinchus_acanthiger,Macrouridae,,,50,TL male/unsexed,800,1500,-6,-44,44,NA,NA,3.6,"Southeast Atlantic:  Walvis Ridge, Discovery Seamount, off Namibia and South Africa.  Western Indian Ocean:  Mozambique Plateau and Mascarene Ridge.  Southwest Pacific:  New Zealand (Ref. 26363).  Also from Australia (Ref. 26363).",bathydemersal; non-migratory; marine; depth range 800 - 1500 m (Ref. 26543),,Deep,Moore,,
Coelorinchus_anatirostris,Macrouridae,,,43,TL male/unsexed,300,550,34,20,34,7,12,3.2,Northwest Pacific:  southern Japan and Taiwan (Ref. 5193).,bathydemersal; non-migratory; marine; depth range 300 - 550 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_aspercephalus,Macrouridae,,,34,TL male/unsexed,33,335,-37,-54,54,NA,NA,3.6,Southwest Pacific:  endemic to New Zealand.,benthopelagic; non-migratory; marine; depth range 33 - 335 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_biclinozonalis,Macrouridae,,,60,TL male/unsexed,4,549,-31,-46,46,NA,NA,3.7,Southwest Pacific:  endemic to New Zealand.,benthopelagic; non-migratory; marine; depth range 4 - 549 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_bollonsi,Macrouridae,,,NA,NA,0,392,NA,NA,NA,NA,NA,3.6,Southwest Pacific:  endemic to New Zealand.,benthopelagic; marine; depth range 0 - 392 m (Ref. 58489),,Deep,Moore,,
Coelorinchus_caelorhincus,Macrouridae,,,48,TL male/unsexed,90,1250,62,-18,62,NA,NA,3.5,"Northeast Atlantic and Mediterranean Sea.  A loose sort of southern limit for Caelorinchus caelorhincus caelorhincus is probably around Cape Verde; most specimens south and to the east into the Gulf of Guinea are likely to be Caelorinchus caelorhincus geronimoi (Iwamoto 1997, pers. Comm.).  Northwest Atlantic:  Canada (Ref. 5951).","benthopelagic; non-migratory; marine; depth range 90 - 1250 m (Ref. 27000), usually 200 - 500 m (Ref. 1371)",,Deep,Moore,,
Coelorinchus_caribbaeus,Macrouridae,,,45,TL male/unsexed,200,700,35,2,35,NA,NA,3.6,"Western Atlantic:  Cape Hatteras, USA to northern Brazil.  Absent in Straits of Florida, uncommon to the north and along Antillean chain.","bathydemersal; non-migratory; marine; depth range 200 - 700 m (Ref. 1371), usually 300 - 400 m (Ref. 1371)",,Deep,Moore,,
Coelorinchus_fasciatus,Macrouridae,,,50,TL male/unsexed,73,1086,-20,-59,59,NA,NA,3.9,"Atlantic, Indian and Pacific:  southern Africa, southern tip of South America, New Zealand, Tasmania, southern Australia.","bathydemersal; non-migratory; marine; depth range 73 - 1086 m (Ref. 1371), usually 400 - 800 m (Ref. 1371)",,Deep,Moore,,
Coelorinchus_formosanus,Macrouridae,,,25,TL male/unsexed,200,300,42,17,42,NA,NA,3.5,Northwest Pacific:  off southern Japan and the East China Sea around Taiwan.,benthopelagic; non-migratory; marine; depth range 200 - 300 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_geronimo,Macrouridae,,,26.5,TL male/unsexed,200,510,NA,NA,NA,NA,NA,3.5,"Eastern Atlantic:  Gulf of Guinea (Ref. 1371), and from Nigeria to Angola.",benthopelagic; marine; depth range 200 - 510 m (Ref. 3587),,Deep,Moore,,
Coelorinchus_hubbsi,Macrouridae,,,23,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.5,Northwest Pacific:  southern Japan (Ref. 559) and Taiwan (Ref. 54421).,benthopelagic; marine,,Deep,Moore,,
Coelorinchus_innotabilis,Macrouridae,,,32,TL male/unsexed,554,1463,-29,-55,55,NA,NA,3.3,Southwest Pacific:  Australia and New Zealand.,bathydemersal; non-migratory; marine; depth range 554 - 1463 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_japonicus,Macrouridae,,,75,TL male/unsexed,300,1000,36,20,36,NA,NA,3.5,Northwest Pacific:  southern Japan (Ref. 1371) and Taiwan (Ref. 54421).  Possibly much wider in distribution.,bathydemersal; non-migratory; marine; depth range 300 - 1000 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_jordani,Macrouridae,,,26,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.5,Northwest Pacific:  southern Japan to the East China Sea.,benthopelagic; marine,,Deep,Moore,,
Coelorinchus_kaiyomaru,Macrouridae,,,43,TL male/unsexed,625,1150,-40,-56,56,NA,NA,3.3,"Southern circumglobal:  New Zealand, Tasmania, and the Falkland Islands.  Also known from the southeast Atlantic off Gough and Discovery tablemounts.",bathydemersal; non-migratory; marine; depth range 625 - 1150 m (Ref. 11953),,Deep,Moore,,
Coelorinchus_kamoharai,Macrouridae,,,28,TL male/unsexed,220,400,36,20,36,NA,NA,3.5,"Northwest Pacific:  southern Japan, south to Taiwan.",bathydemersal; non-migratory; marine; depth range 220 - 400 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_kermadecus,Macrouridae,,,62,TL male/unsexed,80,1401,NA,NA,NA,NA,NA,3.7,Southwest Pacific:  endemic to New Zealand.,benthopelagic; marine; depth range 623 - 1401 m (Ref. 57178),,Deep,Moore,,
Coelorinchus_kishinouyei,Macrouridae,,,36,TL male/unsexed,200,600,35,28,35,8,12,3.3,Northwest Pacific:  southern Japan (Ref. 1371) and Taiwan (Ref. 5193).,bathydemersal; non-migratory; marine; depth range 250 - 450 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_longicephalus,Macrouridae,,,89,TL male/unsexed,336,700,30,25,30,NA,NA,3.7,Northwest Pacific:  Kyushu-Palau Ridge (Philippine Sea).,bathydemersal; non-migratory; marine; depth range 336 - 700 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_longissimus,Macrouridae,,,36,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.6,Northwest Pacific:  southern Japan and Taiwan.,benthopelagic; marine,,Deep,Moore,,
Coelorinchus_macrochir,Macrouridae,,,68,TL male/unsexed,235,830,43,28,43,NA,NA,3.8,Northwest Pacific:  Japan and East China Sea (off Kagoshima Prefecture).,bathydemersal; non-migratory; marine; depth range 235 - 830 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_matamua,Macrouridae,,,65,TL male/unsexed,450,1000,,-40,40,NA,NA,3.5,"Southeast Atlantic:  South Africa.  Western Pacific:  southeastern Australia including Tasmania, also in New Zealand.",bathydemersal; non-migratory; marine; depth range 450 - 1000 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_multispinulosus,Macrouridae,,,38,TL male/unsexed,150,300,38,30,38,NA,NA,3.6,Western Pacific:  southern Japan to East China Sea.,benthopelagic; non-migratory; marine; depth range 150 - 300 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_oliverianus,Macrouridae,,,35,TL male/unsexed,85,1245,-31,-50,50,NA,NA,3.6,Southwest Pacific:  endemic to New Zealand.,"bathydemersal; non-migratory; marine; depth range 85 - 1245 m (Ref. 1371), usually 400 - 600 m (Ref. 1371)",,Deep,Moore,,
Coelorinchus_parvifasciatus,Macrouridae,,,28.5,TL male/unsexed,300,800,NA,NA,NA,NA,NA,3.5,Southwest Pacific:  Australia (New South Wales to Victoria and Tasmania) and New Zealand.,bathydemersal; marine; depth range 300 - 800 m (Ref. 26363),,Deep,Moore,,
Coelorinchus_polli,Macrouridae,,,30,TL male/unsexed,155,360,NA,NA,NA,NA,NA,3.5,Southeast Atlantic:  Angola and Namibia.,benthopelagic; marine; depth range 155 - 360 m (Ref. 2800),,Deep,Moore,,
Coelorinchus_productus,Macrouridae,,,31,TL male/unsexed,271,600,34,24,34,NA,NA,3.5,"Western Pacific:  southern Japan, the East China Sea, and northern Taiwan.",bathydemersal; non-migratory; marine; depth range 271 - 600 m (Ref. 1371),,Deep,Moore,,
Coelorinchus_scaphopsis,Macrouridae,,,34,TL male/unsexed,180,300,37,22,37,NA,NA,3.6,Eastern Pacific:  southern California and northern Gulf of California; probably also in outer slope waters of Baja California and mainland Mexico.,benthopelagic; non-migratory; marine; depth range 180 - 300 m (Ref. 9315),,Deep,Moore,,
Coelorinchus_smithi,Macrouridae,,,43.2,TL male/unsexed,300,1110,NA,NA,NA,NA,NA,3.9,Western Pacific.,benthopelagic; marine; depth range ? - 545 m (Ref. 58018),,Deep,Moore,,
Coryphaenoides_acrolepis,Macrouridae,,,104,TL male/unsexed,300,3700,62,28,62,1,4,3.8,"North Pacific:  northern Japan to Okhotsk and Bering seas, south along North American coasts to northern Mexico.","bathydemersal; non-migratory; marine; depth range 300 - 3700 m (Ref. 50550), usually 900 - 1300 m (Ref. 56476)",,Deep,Moore,,
Coryphaenoides_alateralis,Macrouridae,,,26.5,TL male/unsexed,1035,1116,NA,NA,NA,NA,NA,3.4,"Western Central Atlantic:  off the eastern coast of the USA, near Hudson Canyon, and in the eastern Gulf of Mexico.",bathydemersal; marine; depth range 1035 - 1116 m (Ref. 37039),,Deep,Moore,,
